word	emo_score	emotion
미련한 사람을	-2	nega
미루거나	-1	nega
미루다	-1	nega
미루지 않고	1	posi
미묘하여	1	posi
미세함	1	posi
미소	2	posi
미소를 보냄을	1	posi
미숙하다	-1	nega
미숙하여	-1	nega
미숙한	-1	nega
미안하게	-1	nega
미안하고	-1	nega
미안하고 딱하게	-2	nega
미안하고 딱하다	-2	nega
미안하다	-1	nega
미안하여	-1	nega
미안하여 어색하다	-2	nega
미안함	-1	nega
미약하다	-1	nega
미운	-2	nega
미운 듯한	-2	nega
미운 듯한 데가	-2	nega
미운 사람을	-2	nega
미운 얼굴이나	-2	nega
미운 짓을	-2	nega
미움을	-2	nega
미움을 받을	-2	nega
미움을 받을 만한	-2	nega
미워하고	-2	nega
미워하고 깎아내리려	-2	nega
미워하고 꺼림	-2	nega
미워하는	-2	nega
미워하는 감정	-2	nega
미워하는 기색	-2	nega
미워하는 마음	-2	nega
미워하는 생각이나	-2	nega
미워하다	-2	nega
미워할	-2	nega
미워함	-2	nega
미워함을	-2	nega
미워함을 이르는	-2	nega
미워해	-2	nega
미인	2	posi
미천한	-2	nega
미천한 사람을	-2	nega
미치겠다	-2	nega
미치지 못하게	-1	nega
미치지 못함을	-1	nega
미치지 못해	-1	nega
미친	-2	nega
미친 사람처럼	-2	nega
미친 증세가	-2	nega
미친개의	-1	nega
미칠 만하게	-1	nega
미혹한	-2	nega
미혹한 마음	-2	nega
믿고	1	posi
믿고 의지하다	1	posi
믿다	1	posi
믿을 만하고	2	posi
믿을 수 없을 정도로	1	posi
믿음	1	posi
믿음성	2	posi
믿음성 있게	2	posi
믿음을	1	posi
믿음직스러운	2	posi
믿음직스러워	2	posi
믿음직스럽게	2	posi
믿음직스럽고	2	posi
믿음직스럽다	2	posi
믿음직하고	2	posi
믿음직할	2	posi
믿음직할 정도로	2	posi
믿지 못하는	-2	nega
믿지 못하다	-2	nega
믿지 못할	-2	nega
믿지 아니하거나	-2	nega
밀려나다	-1	nega
밀린 사람	-1	nega
밉게	-2	nega
밉게 노는	-2	nega
밉게 보이는	-2	nega
밉게 생긴	-2	nega
밉게 여기거나	-2	nega
밉게 여기는	-2	nega
밉다	-2	nega
밉살스러운	-2	nega
밉살스러운 데가	-2	nega
밉살스럽게	-2	nega
밉살스럽게 달라붙어	-2	nega
밉살스럽게 이리저리로	-2	nega
밉살스럽게 재깔이며	-2	nega
밉살스럽게 지껄이며	-2	nega
밉살스럽고	-2	nega
밉살스럽고 짓궃게	-2	nega
밋밋하다	-1	nega
ㅂㅅ	-1	nega
바라거나 의지하다	1	posi
바라진	-1	nega
바라진 상태	-1	nega
바람을 피우며	-1	nega
바람직스럽다	2	posi
바람직하다	2	posi
바람직한	2	posi
바래서	-1	nega
바로잡다	1	posi
바로잡아 새로운	1	posi
바르거나	2	posi
바르거나 옳게	2	posi
바르게	2	posi
바르게 고치다	1	posi
바르게 만들다	1	posi
바르고	2	posi
바르고 곧게	2	posi
바르고 곧다	2	posi
바르다	2	posi
바르며	2	posi
바르며 상냥하게	2	posi
바르며 상냥하다	2	posi
바르지 못하고	-1	nega
바르지 못하다	-1	nega
바르지 못한	-1	nega
바르지 못함	-1	nega
바르지 아니하고	-1	nega
바른	2	posi
바른 도리	2	posi
바른 말이나	2	posi
바른 일과	2	posi
바른 정치	2	posi
바른 정치로	1	posi
바른 지혜로써	2	posi
바를 이루어	2	posi
바보	-2	nega
바보같이	-1	nega
바보같이 웃는	-1	nega
바쁘게	-1	nega
바스러질 정도로	-1	nega
바이러스	-1	nega
바지직대다	-1	nega
바짝 재촉하다	-1	nega
박약	-1	nega
박탈되고	-2	nega
박탈되어	-2	nega
박탈하고	-2	nega
박탈하다	-2	nega
박탈하여	-2	nega
박할	-2	nega
박할하다	-2	nega
반가운	2	posi
반가운 비	2	posi
반갑다	2	posi
반기다	2	posi
반기지 않는	-2	nega
반대하거나	-2	nega
반대하다	-2	nega
반드러운	2	posi
반드러운 모양	2	posi
반드럽게	2	posi
반드럽다	2	posi
반드르르하다	2	posi
반들반들	1	posi
반들반들 윤기가	1	posi
반들반들하다	1	posi
반듯하게	1	posi
반듯하고	1	posi
반듯하고 의젓한	2	posi
반란	-2	nega
반반하게	-2	nega
반반하게 생긴	-2	nega
반발하다	-2	nega
반벙어리처럼	-1	nega
반성하고	1	posi
반신불수가	-2	nega
반신불수가 되는	-2	nega
반역	-2	nega
반역을	-2	nega
반역을 꾀함	-2	nega
반지랍지 못한	-1	nega
반품남	-1	nega
반품녀	-1	nega
반하다	1	posi
반항하다	-2	nega
반항하려는	-2	nega
반항하려는 말이나	-2	nega
반항하여	-2	nega
반해버리다	1	posi
반했다	1	posi
받는 괴로움	-2	nega
받는 벌	-2	nega
받는 재앙	-2	nega
받는 해	-2	nega
받다	1	posi
받들어 공경하다	2	posi
받아들여지지 않고	-2	nega
받아들이기는커녕	-2	nega
받아들이지 않고	-2	nega
받지 못하게	-1	nega
받지 못하다	-1	nega
발기 불능	-2	nega
발길질을	-1	nega
발길질을 하다	-1	nega
발끈 성을	-2	nega
발끈대다	-2	nega
발달된	1	posi
발달된 문명	1	posi
발달하게 되다	1	posi
발달하게 하다	1	posi
발라서	1	posi
발라서 흐뭇하다	1	posi
발랄하다	2	posi
발연기	-1	nega
발열	-1	nega
발열과 오한	-1	nega
발육되지 못하여	-1	nega
발육이 장애를	-2	nega
발을 헛디디거나	-1	nega
발작	-2	nega
발전	1	posi
발전되도록	1	posi
발전시키는	1	posi
발전시키는 일	1	posi
발전이나	1	posi
발전하게 하다	1	posi
발전하는	1	posi
발전하다	1	posi
발컨	-1	nega
발휘하지 못하다	-1	nega
밝게	2	posi
밝게 빛나거나	1	posi
밝게 통달하는	2	posi
밝고	2	posi
밝고 강렬하게	2	posi
밝고 경쾌하다	2	posi
밝고 똑똑하다	2	posi
밝고 똑똑한	2	posi
밝고 보드랍게	2	posi
밝고 선명하다	2	posi
밝고 선명한	1	posi
밝고 어질다	2	posi
밝고 큰 덕	2	posi
밝고 환함	2	posi
밝고 활기가	2	posi
밝다	2	posi
밝아서	2	posi
밝은	2	posi
밝은 마음	2	posi
밝은 빛이	2	posi
밝은 사람	2	posi
밝은 재주	2	posi
밝은 지혜와	2	posi
밝지 못하고	-1	nega
밥이나 축내는	-2	nega
방긋	2	posi
방긋 웃는	2	posi
방긋 웃다	2	posi
방긋방긋	2	posi
방긋방긋 웃는	2	posi
방긋방긋 웃다	2	posi
방면에 능하고	2	posi
방자하고	-1	nega
방자한	-1	nega
방자한 태도로	-1	nega
방정	-2	nega
방정맞게	-2	nega
방정맞게 계속	-2	nega
방정맞게 까불거나	-2	nega
방정맞게 까불며	-2	nega
방정맞게 씰룩거리는	-1	nega
방정맞게 오몰거리며	-2	nega
방정맞게 움직이거나	-2	nega
방정맞게 움직이며	-2	nega
방정맞게 행동하다	-2	nega
방정맞고	-2	nega
방정맞은	-2	nega
방정맞은 사람을	-2	nega
방정을 떠는	-2	nega
방정을 떨다	-2	nega
방치되다	-1	nega
방탕하게	-2	nega
방탕하게 놀기를	-2	nega
방탕하게 놀아나는	-2	nega
방탕하고	-2	nega
방탕하다	-1	nega
방탕한	-2	nega
방탕한 기질	-2	nega
방탕한 사람을	-1	nega
방탕한 짓을	-2	nega
방해가	-2	nega
방해가 되거나	-2	nega
방해가 되는	-2	nega
방해가 되다	-2	nega
방해하거나	-2	nega
방해하거나 막다	-2	nega
방해하는	-2	nega
방해하는 악업을	-2	nega
방해하는 조건	-2	nega
방해하는 짓	-2	nega
방해하는 짓을	-2	nega
방해하다	-2	nega
방해하던	-2	nega
방해하던 일	-2	nega
방해하여	-2	nega
방해함	-2	nega
방향도 없이	-1	nega
배가 떠남	-1	nega
배가 아프고	-1	nega
배가 아프다	-1	nega
배가 아프며	-1	nega
배를 곯다	-2	nega
배반하다	-2	nega
배반함	-2	nega
배신하다	-2	nega
배신하여	-2	nega
배우다	1	posi
배우지 못하여	-1	nega
배우지 못한	-1	nega
배워지고 닦이다	1	posi
배은망덕	-2	nega
배척되다	-2	nega
배척하다	-2	nega
배탈	-2	nega
뱀과 같이	-1	nega
버겁다	-2	nega
버그러져	-2	nega
버그러진	-2	nega
버그러진 데가	-2	nega
버그러진 모양	-2	nega
버려두어	-2	nega
버려지다	-2	nega
버릇없게	-2	nega
버릇없게 굴다	-2	nega
버릇없고	-2	nega
버릇없는	-2	nega
버릇없는 짓을	-2	nega
버릇없이	-2	nega
버릇없이	-2	nega
버릇없이 경솔하게	-2	nega
버릇없이 구는	-2	nega
버릇없이 구는 태도로	-2	nega
버릇없이 굴다	-2	nega
버릇없이 까부는	-2	nega
버릇없이 까불다	-2	nega
버릇없이 행동하는	-2	nega
버릇없이 행동하다	-2	nega
버릇없이 흔들거나	-2	nega
버릇이 없거나	-2	nega
버릇이 없다	-2	nega
버리다	-2	nega
버린다는	-2	nega
버성기어	-1	nega
버젓하고 당당하게	2	posi
버젓하고 당당하다	2	posi
버젓하지 못하다	-2	nega
버티거나 반항하다	-2	nega
버프	1	posi
번거로운	-2	nega
번거로운 일을	-2	nega
번거롭게	-2	nega
번거롭게 굴어	-2	nega
번거롭다	-2	nega
번듯이	1	posi
번듯하게	1	posi
번듯하고	1	posi
번듯하고 의젓한	1	posi
번창한	2	posi
번창한 집안	2	posi
번하다	1	posi
벌	-2	nega
벌레가 나오는	-1	nega
벌로	-2	nega
벌로 내는	-2	nega
벌받을	-2	nega
벌받을 일을	-2	nega
벌벌 떨릴	-1	nega
벌벌 떨며	-1	nega
벌을 받거나	-1	nega
벌을 받다	-2	nega
범인	-2	nega
범죄	-2	nega
범죄 사실을	-2	nega
범죄 행위나	-2	nega
범죄로	-2	nega
범죄로 인해	-2	nega
범죄를	-2	nega
범죄를 저지르도록	-2	nega
